job_id,customer_id,region,postcode,job_type,priority,SLA_window,requested_date,scheduled_date,engineer_id,required_part_id,job_status,completion_status,first_time_fix_flag,delay_reason
J-00309,CU-2119,North,NE23 8JH,Service,Critical,Next Day,2026-06-18T08:00,2026-06-14T11:00,E-0041,BG-EV-027,Scheduled,Failed Visit,True,Parts unavailable
J-00310,CU-1862,Midlands,NG76 1AB,Repair,Medium,48h,2026-06-08T08:00,2026-06-19T09:00,E-0069,BG-SENSO-012,In Progress,Failed Visit,True,Parts unavailable
J-00311,CU-5303,North,NE13 5DG,Emergency,High,48h,2026-06-17T08:00,2026-06-04T10:00,E-0024,BG-METER-015,In Progress,Complete,True,Parts unavailable
J-00312,CU-2996,London,W31 2AD,Smart Meter Exchange,High,48h,2026-06-10T08:00,2026-06-05T14:00,E-0045,BG-SENSO-019,Scheduled,Open,True,Engineer absence
J-00313,CU-1988,Scotland,G81 6JF,Emergency,Critical,Next Day,2026-06-10T08:00,2026-06-15T12:00,E-0012,BG-PUMP-018,Completed,Customer Cancelled,True,Weather
J-00314,CU-5351,Midlands,B48 2AD,Smart Meter Exchange,Critical,Same Day,2026-06-16T08:00,2026-06-07T09:00,E-0034,BG-METER-001,In Progress,Customer Cancelled,True,Weather
J-00315,CU-5356,London,N3 7JJ,Repair,Critical,48h,2026-06-09T08:00,2026-06-02T12:00,E-0040,BG-EV-089,In Progress,Complete,False,Carrier delay
J-00316,CU-4811,Scotland,G79 1FH,Emergency,High,4h,2026-06-09T08:00,2026-06-09T10:00,E-0003,BG-METER-030,Scheduled,Customer Cancelled,True,Engineer absence
J-00317,CU-4505,South,PO54 2BJ,Smart Meter Exchange,Critical,4h,2026-06-07T08:00,2026-06-10T15:00,E-0068,BG-SENSO-079,At Risk,Complete,True,Engineer absence
J-00318,CU-8559,Midlands,CV79 8BD,Repair,Low,Same Day,2026-06-06T08:00,2026-06-03T10:00,E-0027,BG-METER-054,Rescheduled,Customer Cancelled,False,Carrier delay
J-00319,CU-7892,London,SE41 2DC,Emergency,Low,4h,2026-06-15T08:00,2026-06-20T13:00,E-0093,BG-METER-017,Rescheduled,Complete,True,Engineer absence
J-00320,CU-2451,Midlands,NG15 1HE,Smart Meter Exchange,High,4h,2026-06-14T08:00,2026-06-10T09:00,E-0007,BG-PUMP-090,At Risk,Open,True,Weather
J-00321,CU-5779,Midlands,LE59 4KB,Smart Meter Exchange,Critical,4h,2026-06-17T08:00,2026-06-17T10:00,E-0016,BG-PIPEW-041,Completed,Complete,True,Weather
J-00322,CU-4590,North,LS56 2BD,Emergency,Critical,4h,2026-06-17T08:00,2026-06-03T14:00,E-0012,BG-METER-087,Rescheduled,Failed Visit,True,Engineer absence
J-00323,CU-3257,Scotland,EH66 8KE,Repair,High,48h,2026-06-05T08:00,2026-06-02T17:00,E-0045,BG-PIPEW-058,Rescheduled,Complete,True,Weather
J-00324,CU-2419,South,BN12 3DC,Smart Meter Exchange,Low,4h,2026-06-12T08:00,2026-06-03T11:00,E-0004,BG-BOILE-042,Completed,Failed Visit,False,None
J-00325,CU-7347,South,SO90 7CC,Install,Critical,48h,2026-06-14T08:00,2026-06-18T16:00,E-0066,BG-EV-027,Completed,Failed Visit,True,Weather
J-00326,CU-6837,London,N46 5KC,Repair,Low,Next Day,2026-06-10T08:00,2026-06-21T10:00,E-0099,BG-VALVE-065,Scheduled,Complete,True,Engineer absence
J-00327,CU-5049,South,BN16 7AE,Smart Meter Exchange,Low,4h,2026-06-08T08:00,2026-06-16T11:00,E-0013,BG-PIPEW-009,Rescheduled,Customer Cancelled,True,None
J-00328,CU-6384,Midlands,DE2 2BD,Emergency,Medium,Same Day,2026-06-11T08:00,2026-06-17T11:00,E-0091,BG-METER-015,Scheduled,Complete,True,Weather
J-00329,CU-3780,North,NE86 5DC,Service,Low,Same Day,2026-06-06T08:00,2026-06-04T15:00,E-0075,BG-PIPEW-076,Scheduled,Customer Cancelled,False,Carrier delay
J-00330,CU-1386,Wales,CF39 2GK,Repair,Critical,Next Day,2026-06-08T08:00,2026-06-02T11:00,E-0013,BG-VALVE-050,Completed,Complete,False,Weather
J-00331,CU-1747,Scotland,IV60 3DG,Repair,High,Next Day,2026-06-10T08:00,2026-06-14T14:00,E-0099,BG-PIPEW-041,Completed,Customer Cancelled,False,Weather
J-00332,CU-1816,South,PO73 3FE,Emergency,Low,Same Day,2026-06-15T08:00,2026-06-06T17:00,E-0067,BG-VALVE-062,Completed,Complete,False,Weather
J-00333,CU-3372,Wales,NP26 7BF,Smart Meter Exchange,Low,48h,2026-06-09T08:00,2026-06-01T14:00,E-0025,BG-SENSO-068,Completed,Customer Cancelled,True,Weather
J-00334,CU-7621,Wales,SY71 4AF,Service,Critical,48h,2026-06-19T08:00,2026-06-01T12:00,E-0075,BG-PIPEW-083,In Progress,Open,True,None
J-00335,CU-6731,Wales,SY94 9FB,Smart Meter Exchange,High,Same Day,2026-06-05T08:00,2026-06-15T11:00,E-0098,BG-EV-027,At Risk,Open,False,Carrier delay
J-00336,CU-1355,London,N6 9AB,Smart Meter Exchange,High,4h,2026-06-06T08:00,2026-06-06T10:00,E-0116,BG-BOILE-022,Completed,Failed Visit,True,Parts unavailable
J-00337,CU-5035,South,RG21 7CA,Smart Meter Exchange,Critical,Next Day,2026-06-19T08:00,2026-06-18T12:00,E-0016,BG-PUMP-043,In Progress,Failed Visit,True,Traffic
J-00338,CU-2636,Scotland,DD48 4GC,Emergency,Medium,48h,2026-06-11T08:00,2026-06-05T17:00,E-0081,BG-VALVE-062,At Risk,Failed Visit,True,Weather
J-00339,CU-8637,Scotland,IV17 6EC,Service,Critical,Same Day,2026-06-09T08:00,2026-06-21T14:00,E-0090,BG-BOILE-025,Rescheduled,Complete,False,Carrier delay
J-00340,CU-6224,South,SO11 7CJ,Service,High,Same Day,2026-06-12T08:00,2026-06-01T10:00,E-0069,BG-SENSO-068,In Progress,Failed Visit,True,Engineer absence
J-00341,CU-4794,London,W10 1BK,Service,High,Next Day,2026-06-07T08:00,2026-06-18T11:00,E-0018,BG-SENSO-012,In Progress,Failed Visit,False,Weather
J-00342,CU-5446,Scotland,DD12 8GC,Service,Critical,Same Day,2026-06-07T08:00,2026-06-14T10:00,E-0002,BG-BOILE-042,Rescheduled,Failed Visit,False,Traffic
J-00343,CU-1674,South,PO37 9DH,Install,Medium,Next Day,2026-06-03T08:00,2026-06-16T11:00,E-0029,BG-EV-027,Completed,Failed Visit,True,Weather
J-00344,CU-5563,Scotland,EH42 1AK,Service,Low,4h,2026-06-09T08:00,2026-06-14T09:00,E-0040,BG-BOILE-036,At Risk,Customer Cancelled,True,Engineer absence
J-00345,CU-1181,Midlands,NG40 6AH,Smart Meter Exchange,Low,4h,2026-06-10T08:00,2026-06-08T14:00,E-0053,BG-SENSO-060,At Risk,Complete,True,Traffic
J-00346,CU-4362,South,OX54 4EC,Smart Meter Exchange,Low,48h,2026-06-01T08:00,2026-06-11T14:00,E-0109,BG-VALVE-016,Scheduled,Failed Visit,True,Carrier delay
J-00347,CU-4823,Wales,NP12 8AJ,Emergency,Medium,Next Day,2026-06-06T08:00,2026-06-13T13:00,E-0021,BG-PUMP-024,Scheduled,Open,True,Engineer absence
J-00348,CU-9827,North,M54 8JA,Emergency,Low,Next Day,2026-06-08T08:00,2026-06-04T14:00,E-0114,BG-EV-023,Rescheduled,Complete,True,None
J-00349,CU-8650,Scotland,AB12 2GJ,Repair,Low,4h,2026-06-13T08:00,2026-06-04T11:00,E-0103,BG-BOILE-067,At Risk,Customer Cancelled,True,Weather
J-00350,CU-4521,Wales,NP77 1KB,Service,High,48h,2026-06-12T08:00,2026-06-08T09:00,E-0024,BG-METER-087,Rescheduled,Failed Visit,True,Carrier delay
J-00351,CU-7244,London,SW60 9GE,Smart Meter Exchange,Critical,Same Day,2026-06-12T08:00,2026-06-19T13:00,E-0073,BG-BOILE-036,At Risk,Open,True,Parts unavailable
J-00352,CU-2989,Midlands,CV33 9CA,Smart Meter Exchange,Medium,Same Day,2026-06-04T08:00,2026-06-11T12:00,E-0078,BG-SENSO-079,Rescheduled,Open,False,Carrier delay
J-00353,CU-3218,North,NE2 6KC,Repair,High,Same Day,2026-06-11T08:00,2026-06-08T09:00,E-0073,BG-PIPEW-009,At Risk,Customer Cancelled,True,Weather
J-00354,CU-1849,North,L63 8DC,Repair,Low,Next Day,2026-06-02T08:00,2026-06-08T15:00,E-0012,BG-PUMP-043,Rescheduled,Open,False,None
J-00355,CU-6761,North,L25 5AK,Repair,Medium,4h,2026-06-12T08:00,2026-06-12T17:00,E-0095,BG-METER-054,Scheduled,Complete,False,Traffic
J-00356,CU-1653,Wales,SA66 6JJ,Emergency,Medium,4h,2026-06-15T08:00,2026-06-18T17:00,E-0002,BG-VALVE-002,In Progress,Customer Cancelled,False,Traffic
J-00357,CU-6618,Scotland,EH52 4CB,Repair,Low,4h,2026-06-10T08:00,2026-06-15T11:00,E-0019,BG-VALVE-065,Scheduled,Failed Visit,True,Parts unavailable
J-00358,CU-7361,Midlands,NG52 1FA,Emergency,High,4h,2026-06-13T08:00,2026-06-13T12:00,E-0056,BG-METER-017,Scheduled,Failed Visit,False,None
J-00359,CU-5612,London,SE43 4JB,Repair,Critical,4h,2026-06-18T08:00,2026-06-20T15:00,E-0045,BG-EV-073,Completed,Open,True,Traffic
J-00360,CU-4774,London,E55 8BF,Emergency,Critical,Next Day,2026-06-17T08:00,2026-06-15T09:00,E-0048,BG-SENSO-070,In Progress,Open,False,Traffic
J-00361,CU-9108,South,SO81 9HG,Smart Meter Exchange,Critical,Next Day,2026-06-15T08:00,2026-06-02T11:00,E-0032,BG-EV-047,At Risk,Customer Cancelled,True,Engineer absence
J-00362,CU-1765,London,N31 3AK,Repair,Medium,4h,2026-06-03T08:00,2026-06-14T12:00,E-0030,BG-EV-006,In Progress,Failed Visit,True,Traffic
J-00363,CU-8649,London,N27 2GJ,Repair,Low,48h,2026-06-10T08:00,2026-06-16T09:00,E-0119,BG-METER-017,At Risk,Complete,True,Parts unavailable
J-00364,CU-1225,Scotland,G32 7DJ,Install,Low,Next Day,2026-06-14T08:00,2026-06-03T13:00,E-0074,BG-BOILE-005,At Risk,Failed Visit,True,Traffic
J-00365,CU-3676,London,N25 9EH,Install,High,Same Day,2026-06-11T08:00,2026-06-13T16:00,E-0096,BG-BOILE-028,Rescheduled,Customer Cancelled,True,None
J-00366,CU-1060,South,OX57 3DG,Repair,Critical,4h,2026-06-19T08:00,2026-06-05T15:00,E-0011,BG-BOILE-026,At Risk,Customer Cancelled,True,Parts unavailable
J-00367,CU-7794,North,L46 5FB,Service,High,Next Day,2026-06-10T08:00,2026-06-09T10:00,E-0099,BG-SENSO-052,Rescheduled,Customer Cancelled,True,Traffic
J-00368,CU-1198,Midlands,NG99 7BK,Emergency,Low,48h,2026-06-05T08:00,2026-06-09T14:00,E-0020,BG-BOILE-025,Rescheduled,Failed Visit,False,None
J-00369,CU-6114,Wales,SA6 4BK,Emergency,Low,48h,2026-06-10T08:00,2026-06-18T15:00,E-0059,BG-PUMP-074,Completed,Failed Visit,True,None
J-00370,CU-4437,South,BN57 4AG,Emergency,High,Same Day,2026-06-03T08:00,2026-06-12T10:00,E-0104,BG-BOILE-067,Rescheduled,Complete,True,Weather
J-00371,CU-8293,Scotland,DD64 6FD,Smart Meter Exchange,Critical,4h,2026-06-15T08:00,2026-06-07T16:00,E-0066,BG-PIPEW-058,Scheduled,Failed Visit,False,Carrier delay
J-00372,CU-7340,Scotland,G66 3AH,Repair,Low,48h,2026-06-02T08:00,2026-06-04T09:00,E-0059,BG-EV-020,Rescheduled,Open,True,Parts unavailable
J-00373,CU-6394,South,SO81 1FH,Repair,Medium,Same Day,2026-06-03T08:00,2026-06-17T16:00,E-0080,BG-PIPEW-041,Rescheduled,Open,False,Carrier delay
J-00374,CU-4799,North,L93 7EA,Repair,Low,Same Day,2026-06-05T08:00,2026-06-20T14:00,E-0062,BG-EV-010,In Progress,Customer Cancelled,True,Carrier delay
J-00375,CU-8091,Scotland,DD4 8DE,Install,Low,48h,2026-06-09T08:00,2026-06-13T11:00,E-0094,BG-BOILE-066,Scheduled,Failed Visit,True,Engineer absence
J-00376,CU-1469,Wales,SA55 6AK,Smart Meter Exchange,Low,Same Day,2026-06-04T08:00,2026-06-18T12:00,E-0054,BG-METER-039,At Risk,Customer Cancelled,True,Weather
J-00377,CU-5981,Midlands,LE47 7EC,Emergency,Critical,4h,2026-06-18T08:00,2026-06-13T12:00,E-0063,BG-METER-055,In Progress,Customer Cancelled,False,Parts unavailable
J-00378,CU-2371,London,SE88 8EK,Service,High,Next Day,2026-06-03T08:00,2026-06-04T13:00,E-0090,BG-PIPEW-009,Rescheduled,Customer Cancelled,True,Carrier delay
J-00379,CU-6244,Midlands,LE39 3FH,Repair,Low,4h,2026-06-05T08:00,2026-06-14T12:00,E-0032,BG-BOILE-032,Scheduled,Failed Visit,True,Traffic
J-00380,CU-3885,Scotland,G48 7CA,Repair,Critical,4h,2026-06-04T08:00,2026-06-07T13:00,E-0069,BG-PIPEW-041,Completed,Open,False,Parts unavailable
J-00381,CU-8435,London,SW81 4EK,Smart Meter Exchange,Medium,Same Day,2026-06-16T08:00,2026-06-08T14:00,E-0052,BG-PUMP-043,Scheduled,Failed Visit,True,Engineer absence
J-00382,CU-6555,North,LS20 5DG,Emergency,High,Next Day,2026-06-04T08:00,2026-06-11T16:00,E-0011,BG-PUMP-090,In Progress,Customer Cancelled,True,Engineer absence
J-00383,CU-9144,South,PO61 3GA,Emergency,High,4h,2026-06-04T08:00,2026-06-09T17:00,E-0079,BG-PUMP-069,At Risk,Customer Cancelled,True,Carrier delay
J-00384,CU-8539,London,E80 7HA,Emergency,High,Same Day,2026-06-11T08:00,2026-06-08T10:00,E-0005,BG-SENSO-052,Scheduled,Customer Cancelled,True,None
J-00385,CU-2360,Midlands,B7 5CA,Service,Low,48h,2026-06-04T08:00,2026-06-13T17:00,E-0005,BG-VALVE-085,Scheduled,Complete,True,Parts unavailable
J-00386,CU-5971,South,RG86 1CJ,Smart Meter Exchange,Critical,Next Day,2026-06-03T08:00,2026-06-04T11:00,E-0108,BG-VALVE-062,Rescheduled,Customer Cancelled,True,Engineer absence
J-00387,CU-7733,North,YO85 7CG,Repair,Low,Next Day,2026-06-12T08:00,2026-06-11T11:00,E-0042,BG-BOILE-011,In Progress,Customer Cancelled,True,Engineer absence
J-00388,CU-6964,South,OX38 3CH,Repair,Low,Same Day,2026-06-13T08:00,2026-06-13T11:00,E-0098,BG-SENSO-079,Completed,Customer Cancelled,False,Traffic
J-00389,CU-3643,Wales,SA30 3JC,Service,High,Same Day,2026-06-10T08:00,2026-06-01T17:00,E-0036,BG-BOILE-034,At Risk,Failed Visit,True,Parts unavailable
J-00390,CU-2192,South,BN39 2KE,Install,High,Next Day,2026-06-03T08:00,2026-06-20T14:00,E-0112,BG-BOILE-004,In Progress,Complete,False,Engineer absence
J-00391,CU-1341,South,OX98 5CK,Repair,Low,48h,2026-06-19T08:00,2026-06-21T09:00,E-0089,BG-BOILE-004,Completed,Failed Visit,True,Parts unavailable
J-00392,CU-3633,London,W51 5EE,Emergency,Low,Same Day,2026-06-11T08:00,2026-06-01T17:00,E-0037,BG-BOILE-057,In Progress,Open,True,Engineer absence
J-00393,CU-5769,Scotland,AB24 4BF,Smart Meter Exchange,High,48h,2026-06-08T08:00,2026-06-02T13:00,E-0003,BG-BOILE-042,In Progress,Customer Cancelled,True,Weather
J-00394,CU-4697,London,SW78 8BK,Repair,Critical,4h,2026-06-01T08:00,2026-06-06T14:00,E-0056,BG-BOILE-005,Scheduled,Customer Cancelled,True,Parts unavailable
J-00395,CU-2710,London,E86 8HG,Emergency,Low,Next Day,2026-06-02T08:00,2026-06-12T11:00,E-0085,BG-BOILE-028,At Risk,Customer Cancelled,True,None
J-00396,CU-2173,North,LS49 9EJ,Install,Low,Same Day,2026-06-16T08:00,2026-06-03T10:00,E-0037,BG-EV-008,In Progress,Failed Visit,True,Parts unavailable
J-00397,CU-6584,South,PO68 3AB,Repair,Medium,4h,2026-06-13T08:00,2026-06-12T11:00,E-0090,BG-EV-010,At Risk,Customer Cancelled,True,Traffic
J-00398,CU-9746,London,SE15 3AG,Service,Low,48h,2026-06-16T08:00,2026-06-06T12:00,E-0095,BG-SENSO-068,Completed,Complete,True,Carrier delay
J-00399,CU-5419,South,SO9 7HG,Emergency,Critical,48h,2026-06-07T08:00,2026-06-14T12:00,E-0086,BG-EV-073,In Progress,Customer Cancelled,True,Parts unavailable
J-00400,CU-3180,Midlands,B72 6GE,Smart Meter Exchange,Critical,4h,2026-06-07T08:00,2026-06-05T13:00,E-0080,BG-VALVE-033,Completed,Complete,True,Carrier delay
J-00401,CU-1196,Scotland,G52 9FG,Install,Low,4h,2026-06-16T08:00,2026-06-15T17:00,E-0034,BG-EV-008,Scheduled,Complete,False,Carrier delay
J-00402,CU-9786,North,LS48 4EF,Smart Meter Exchange,Critical,Next Day,2026-06-14T08:00,2026-06-11T16:00,E-0091,BG-VALVE-050,In Progress,Failed Visit,True,Parts unavailable
J-00403,CU-4636,London,SE41 2FA,Service,Medium,Same Day,2026-06-17T08:00,2026-06-12T13:00,E-0055,BG-SENSO-072,Scheduled,Open,True,None
J-00404,CU-5755,Midlands,LE28 1FH,Emergency,Low,4h,2026-06-14T08:00,2026-06-04T16:00,E-0014,BG-METER-015,At Risk,Failed Visit,True,Engineer absence
J-00405,CU-2868,Wales,LL64 2BF,Repair,Critical,4h,2026-06-03T08:00,2026-06-13T11:00,E-0054,BG-BOILE-021,Scheduled,Complete,True,Carrier delay
J-00406,CU-3552,North,M27 2HC,Emergency,Low,Next Day,2026-06-05T08:00,2026-06-17T11:00,E-0040,BG-VALVE-065,At Risk,Failed Visit,True,Traffic
J-00407,CU-1058,South,SO69 1CJ,Service,Medium,Next Day,2026-06-03T08:00,2026-06-11T17:00,E-0113,BG-BOILE-026,Rescheduled,Open,False,Carrier delay
J-00408,CU-3285,Midlands,B72 2EC,Emergency,High,48h,2026-06-14T08:00,2026-06-12T09:00,E-0097,BG-PUMP-090,Scheduled,Customer Cancelled,True,Weather
J-00409,CU-4962,North,NE73 9BC,Install,Medium,48h,2026-06-16T08:00,2026-06-15T11:00,E-0056,BG-BOILE-021,Completed,Customer Cancelled,True,Weather
J-00410,CU-1071,Midlands,NG24 5EK,Service,Low,48h,2026-06-12T08:00,2026-06-21T16:00,E-0007,BG-PUMP-043,In Progress,Complete,True,Parts unavailable
J-00411,CU-7306,Midlands,LE18 5KH,Install,High,48h,2026-06-10T08:00,2026-06-01T14:00,E-0064,BG-BOILE-036,Scheduled,Failed Visit,True,Traffic
J-00412,CU-8745,South,SO68 8AJ,Smart Meter Exchange,Medium,Same Day,2026-06-06T08:00,2026-06-21T15:00,E-0099,BG-EV-035,Rescheduled,Open,True,Engineer absence
J-00413,CU-1078,London,N72 1BG,Service,Medium,Next Day,2026-06-04T08:00,2026-06-12T09:00,E-0087,BG-SENSO-052,In Progress,Complete,True,Traffic
J-00414,CU-8112,London,SW24 6BA,Smart Meter Exchange,Medium,48h,2026-06-08T08:00,2026-06-17T12:00,E-0071,BG-PUMP-088,Completed,Failed Visit,False,Traffic
J-00415,CU-3732,London,SW33 2CG,Repair,Medium,4h,2026-06-17T08:00,2026-06-21T16:00,E-0051,BG-PUMP-045,In Progress,Complete,True,Carrier delay
J-00416,CU-3371,South,OX23 4BD,Install,High,48h,2026-06-12T08:00,2026-06-12T16:00,E-0049,BG-METER-054,At Risk,Open,True,Carrier delay
J-00417,CU-6566,South,BN58 4CJ,Repair,Low,Same Day,2026-06-03T08:00,2026-06-02T17:00,E-0063,BG-METER-039,In Progress,Open,True,Parts unavailable
J-00418,CU-7549,London,SW98 7AD,Repair,Medium,4h,2026-06-07T08:00,2026-06-09T15:00,E-0088,BG-BOILE-036,At Risk,Failed Visit,True,Traffic
J-00419,CU-8846,Wales,SA95 7KA,Emergency,Medium,48h,2026-06-14T08:00,2026-06-16T11:00,E-0006,BG-PUMP-069,Scheduled,Complete,True,Traffic
J-00420,CU-3322,North,YO51 6FG,Repair,High,48h,2026-06-14T08:00,2026-06-16T10:00,E-0031,BG-EV-047,At Risk,Customer Cancelled,True,Engineer absence
J-00421,CU-9378,South,PO15 7JG,Service,Low,Next Day,2026-06-16T08:00,2026-06-01T13:00,E-0050,BG-PUMP-018,Completed,Customer Cancelled,False,Carrier delay
J-00422,CU-4155,North,M12 9BH,Smart Meter Exchange,Low,4h,2026-06-16T08:00,2026-06-11T16:00,E-0068,BG-METER-015,Rescheduled,Failed Visit,False,Carrier delay
J-00423,CU-2693,North,L77 5KG,Service,Low,4h,2026-06-03T08:00,2026-06-19T12:00,E-0068,BG-SENSO-080,Rescheduled,Complete,True,Weather
J-00424,CU-3525,Scotland,EH42 6BH,Install,Critical,Same Day,2026-06-11T08:00,2026-06-18T10:00,E-0081,BG-BOILE-032,Completed,Customer Cancelled,True,Weather
J-00425,CU-9820,London,SW18 5AJ,Smart Meter Exchange,High,4h,2026-06-15T08:00,2026-06-16T12:00,E-0043,BG-PUMP-046,Scheduled,Customer Cancelled,True,Weather
J-00426,CU-8108,Scotland,AB40 1BJ,Repair,Medium,Next Day,2026-06-09T08:00,2026-06-06T13:00,E-0098,BG-VALVE-062,Rescheduled,Failed Visit,True,Parts unavailable
J-00427,CU-7316,Midlands,B86 2AD,Install,Low,Next Day,2026-06-09T08:00,2026-06-06T11:00,E-0005,BG-BOILE-036,In Progress,Open,True,Weather
J-00428,CU-9318,London,SW47 5CE,Service,High,48h,2026-06-05T08:00,2026-06-18T14:00,E-0044,BG-METER-001,Scheduled,Customer Cancelled,True,Traffic
J-00429,CU-8104,Midlands,LE58 9KK,Install,Low,4h,2026-06-14T08:00,2026-06-04T16:00,E-0090,BG-PUMP-043,Scheduled,Customer Cancelled,True,Carrier delay
J-00430,CU-4349,Scotland,AB89 4FK,Emergency,Medium,4h,2026-06-09T08:00,2026-06-11T09:00,E-0083,BG-METER-044,Completed,Customer Cancelled,True,Weather
J-00431,CU-1310,North,M3 2CH,Smart Meter Exchange,Low,Next Day,2026-06-03T08:00,2026-06-20T12:00,E-0001,BG-BOILE-042,Completed,Failed Visit,True,Parts unavailable
J-00432,CU-6854,Midlands,LE60 7CG,Service,Low,Same Day,2026-06-13T08:00,2026-06-15T17:00,E-0041,BG-BOILE-066,Scheduled,Customer Cancelled,True,Weather
J-00433,CU-1762,North,YO36 1GF,Emergency,Medium,Same Day,2026-06-08T08:00,2026-06-10T13:00,E-0044,BG-SENSO-061,In Progress,Failed Visit,True,Engineer absence
J-00434,CU-2253,Wales,LL94 5HH,Emergency,Critical,48h,2026-06-17T08:00,2026-06-16T09:00,E-0036,BG-BOILE-040,At Risk,Customer Cancelled,True,Weather
J-00435,CU-2479,Midlands,DE59 9FC,Install,Low,Next Day,2026-06-10T08:00,2026-06-05T09:00,E-0025,BG-METER-055,Completed,Failed Visit,True,Traffic
J-00436,CU-4441,South,OX68 9FC,Repair,Low,Next Day,2026-06-11T08:00,2026-06-20T09:00,E-0104,BG-SENSO-053,Rescheduled,Failed Visit,False,Engineer absence
J-00437,CU-6151,North,LS61 4EB,Repair,Medium,48h,2026-06-03T08:00,2026-06-07T12:00,E-0011,BG-PUMP-074,Completed,Failed Visit,False,Traffic
J-00438,CU-2610,Scotland,EH53 5FC,Repair,Low,Next Day,2026-06-03T08:00,2026-06-20T10:00,E-0003,BG-SENSO-086,At Risk,Complete,True,Engineer absence
J-00439,CU-1499,North,M83 8EJ,Install,Low,Same Day,2026-06-09T08:00,2026-06-07T17:00,E-0060,BG-VALVE-049,Scheduled,Open,False,Carrier delay
J-00440,CU-9235,North,YO65 6GG,Install,High,4h,2026-06-04T08:00,2026-06-13T14:00,E-0081,BG-SENSO-052,Completed,Customer Cancelled,True,Parts unavailable
J-00441,CU-3760,North,YO38 5BK,Repair,Medium,48h,2026-06-19T08:00,2026-06-02T14:00,E-0030,BG-VALVE-049,Completed,Customer Cancelled,True,Parts unavailable
J-00442,CU-9768,South,SO88 7HG,Emergency,Critical,48h,2026-06-09T08:00,2026-06-11T17:00,E-0029,BG-SENSO-053,At Risk,Failed Visit,True,Engineer absence
J-00443,CU-8140,Scotland,AB15 7HJ,Smart Meter Exchange,Low,Same Day,2026-06-01T08:00,2026-06-02T12:00,E-0045,BG-EV-082,Rescheduled,Open,True,None
J-00444,CU-7539,North,L96 8BF,Install,Medium,Next Day,2026-06-14T08:00,2026-06-01T14:00,E-0032,BG-PIPEW-007,Rescheduled,Open,True,Weather
J-00445,CU-4564,South,OX48 7HJ,Install,Medium,48h,2026-06-01T08:00,2026-06-15T17:00,E-0079,BG-PUMP-088,Scheduled,Customer Cancelled,True,Traffic
J-00446,CU-3862,London,N93 1KE,Smart Meter Exchange,Critical,48h,2026-06-13T08:00,2026-06-08T13:00,E-0111,BG-BOILE-057,Scheduled,Failed Visit,True,Parts unavailable
J-00447,CU-6636,Midlands,LE96 5HF,Smart Meter Exchange,Critical,48h,2026-06-13T08:00,2026-06-02T11:00,E-0101,BG-VALVE-033,Rescheduled,Failed Visit,True,Engineer absence
J-00448,CU-8560,South,BN25 7BA,Repair,Low,Next Day,2026-06-01T08:00,2026-06-02T10:00,E-0057,BG-PIPEW-013,Scheduled,Customer Cancelled,False,Weather
J-00449,CU-6077,Midlands,CV64 5KD,Emergency,Low,Same Day,2026-06-11T08:00,2026-06-16T15:00,E-0057,BG-METER-031,Scheduled,Failed Visit,True,Carrier delay
J-00450,CU-3606,Wales,NP11 2KH,Smart Meter Exchange,High,Next Day,2026-06-10T08:00,2026-06-13T14:00,E-0058,BG-METER-044,Completed,Failed Visit,True,Weather
J-00451,CU-1187,North,LS1 9HG,Install,Low,48h,2026-06-02T08:00,2026-06-19T09:00,E-0054,BG-METER-039,At Risk,Customer Cancelled,True,None
J-00452,CU-4779,London,W88 1GE,Smart Meter Exchange,Critical,48h,2026-06-01T08:00,2026-06-08T13:00,E-0017,BG-PIPEW-014,Completed,Complete,True,Engineer absence
J-00453,CU-6345,Wales,CF62 5FE,Emergency,High,Next Day,2026-06-04T08:00,2026-06-01T11:00,E-0095,BG-METER-015,Scheduled,Failed Visit,True,None
J-00454,CU-6255,Scotland,EH31 8GJ,Install,Critical,48h,2026-06-13T08:00,2026-06-15T16:00,E-0111,BG-PUMP-064,At Risk,Complete,True,None
J-00455,CU-1843,North,L77 6KE,Emergency,Low,4h,2026-06-04T08:00,2026-06-04T09:00,E-0062,BG-METER-054,Rescheduled,Customer Cancelled,False,Weather
J-00456,CU-8474,North,L77 6HA,Service,Low,Same Day,2026-06-13T08:00,2026-06-08T16:00,E-0060,BG-VALVE-002,Rescheduled,Open,True,Engineer absence
J-00457,CU-5236,Scotland,EH88 1GK,Install,High,Same Day,2026-06-11T08:00,2026-06-15T17:00,E-0113,BG-SENSO-053,At Risk,Failed Visit,True,Parts unavailable
J-00458,CU-3162,North,NE43 1HJ,Emergency,Low,48h,2026-06-01T08:00,2026-06-06T09:00,E-0030,BG-SENSO-072,Rescheduled,Open,True,Parts unavailable
J-00459,CU-9299,North,M61 1AF,Repair,Critical,Same Day,2026-06-17T08:00,2026-06-16T13:00,E-0044,BG-VALVE-062,Scheduled,Open,True,None
J-00460,CU-3322,Wales,SA89 9DG,Smart Meter Exchange,Critical,48h,2026-06-02T08:00,2026-06-03T13:00,E-0043,BG-SENSO-052,At Risk,Open,True,Parts unavailable
J-00461,CU-7094,London,SE16 2GD,Smart Meter Exchange,Low,4h,2026-06-10T08:00,2026-06-20T11:00,E-0003,BG-EV-010,At Risk,Failed Visit,True,Weather
