event_id,shipment_id,warehouse_id,event_type,event_timestamp,part_id,quantity,status
WMS-00256-0,SH-00256,W-MAN,ASN Received,2026-06-11T10:53,UT-SENSO-086,6,Open
WMS-00256-1,SH-00256,W-LON,Goods Received,2026-06-11T12:11,UT-SENSO-086,7,Exception
WMS-00256-2,SH-00256,W-GLA,Putaway Completed,2026-06-11T14:37,UT-SENSO-086,19,Completed
WMS-00256-3,SH-00256,W-LON,Stock Adjustment,2026-06-11T16:51,UT-SENSO-086,1,Completed
WMS-00257-0,SH-00257,W-GLA,ASN Received,2026-06-05T08:34,UT-BOILE-034,5,Completed
WMS-00257-1,SH-00257,W-COV,Goods Received,2026-06-05T10:28,UT-BOILE-034,12,Exception
WMS-00257-2,SH-00257,W-MAN,Putaway Completed,2026-06-05T12:36,UT-BOILE-034,15,Exception
WMS-00257-3,SH-00257,W-GLA,Stock Adjustment,2026-06-05T14:28,UT-BOILE-034,1,Exception
WMS-00257-4,SH-00257,W-MAN,Pick Started,2026-06-05T16:03,UT-BOILE-034,1,Open
WMS-00258-0,SH-00258,W-GLA,ASN Received,2026-06-11T15:27,UT-EV-006,2,Open
WMS-00258-1,SH-00258,W-MAN,Goods Received,2026-06-11T17:11,UT-EV-006,16,Open
WMS-00258-2,SH-00258,W-MAN,Putaway Completed,2026-06-11T19:21,UT-EV-006,24,Open
WMS-00259-0,SH-00259,W-MAN,ASN Received,2026-06-06T12:39,UT-PIPEW-014,2,Open
WMS-00259-1,SH-00259,W-MAN,Goods Received,2026-06-06T14:16,UT-PIPEW-014,13,Open
WMS-00259-2,SH-00259,W-MAN,Putaway Completed,2026-06-06T16:48,UT-PIPEW-014,17,Open
WMS-00259-3,SH-00259,W-COV,Stock Adjustment,2026-06-06T18:27,UT-PIPEW-014,1,Exception
WMS-00259-4,SH-00259,W-COV,Pick Started,2026-06-06T20:05,UT-PIPEW-014,10,Completed
WMS-00259-5,SH-00259,W-MAN,Pick Completed,2026-06-06T22:53,UT-PIPEW-014,4,Exception
WMS-00259-6,SH-00259,W-MAN,Pack Completed,2026-06-07T00:22,UT-PIPEW-014,22,Exception
WMS-00260-0,SH-00260,W-LON,ASN Received,2026-06-04T11:25,UT-BOILE-021,3,Open
WMS-00260-1,SH-00260,W-LON,Goods Received,2026-06-04T13:57,UT-BOILE-021,24,Completed
WMS-00260-2,SH-00260,W-MAN,Putaway Completed,2026-06-04T15:44,UT-BOILE-021,9,Exception
WMS-00260-3,SH-00260,W-COV,Stock Adjustment,2026-06-04T17:34,UT-BOILE-021,18,Exception
WMS-00260-4,SH-00260,W-COV,Pick Started,2026-06-04T19:55,UT-BOILE-021,13,Open
WMS-00260-5,SH-00260,W-MAN,Pick Completed,2026-06-04T21:06,UT-BOILE-021,9,Completed
WMS-00260-6,SH-00260,W-LON,Pack Completed,2026-06-04T23:17,UT-BOILE-021,14,Exception
WMS-00261-0,SH-00261,W-COV,ASN Received,2026-06-13T18:14,UT-PUMP-029,20,Exception
WMS-00261-1,SH-00261,W-LON,Goods Received,2026-06-13T20:13,UT-PUMP-029,14,Open
WMS-00261-2,SH-00261,W-MAN,Putaway Completed,2026-06-13T22:26,UT-PUMP-029,23,Exception
WMS-00261-3,SH-00261,W-MAN,Stock Adjustment,2026-06-14T00:06,UT-PUMP-029,17,Exception
WMS-00261-4,SH-00261,W-GLA,Pick Started,2026-06-14T02:20,UT-PUMP-029,12,Exception
WMS-00261-5,SH-00261,W-COV,Pick Completed,2026-06-14T04:24,UT-PUMP-029,16,Completed
WMS-00262-0,SH-00262,W-GLA,ASN Received,2026-06-05T12:16,UT-BOILE-004,13,Open
WMS-00262-1,SH-00262,W-MAN,Goods Received,2026-06-05T14:54,UT-BOILE-004,21,Completed
WMS-00262-2,SH-00262,W-LON,Putaway Completed,2026-06-05T16:21,UT-BOILE-004,23,Open
WMS-00262-3,SH-00262,W-COV,Stock Adjustment,2026-06-05T18:06,UT-BOILE-004,13,Exception
WMS-00263-0,SH-00263,W-LON,ASN Received,2026-06-08T08:35,UT-VALVE-078,5,Completed
WMS-00263-1,SH-00263,W-COV,Goods Received,2026-06-08T10:11,UT-VALVE-078,19,Exception
WMS-00263-2,SH-00263,W-GLA,Putaway Completed,2026-06-08T12:28,UT-VALVE-078,1,Open
WMS-00263-3,SH-00263,W-LON,Stock Adjustment,2026-06-08T14:08,UT-VALVE-078,23,Open
WMS-00263-4,SH-00263,W-GLA,Pick Started,2026-06-08T16:54,UT-VALVE-078,6,Exception
WMS-00263-5,SH-00263,W-LON,Pick Completed,2026-06-08T18:04,UT-VALVE-078,5,Exception
WMS-00264-0,SH-00264,W-MAN,ASN Received,2026-06-17T12:55,UT-BOILE-022,7,Completed
WMS-00264-1,SH-00264,W-COV,Goods Received,2026-06-17T14:08,UT-BOILE-022,7,Completed
WMS-00264-2,SH-00264,W-LON,Putaway Completed,2026-06-17T16:18,UT-BOILE-022,18,Exception
WMS-00264-3,SH-00264,W-LON,Stock Adjustment,2026-06-17T18:43,UT-BOILE-022,20,Exception
WMS-00264-4,SH-00264,W-COV,Pick Started,2026-06-17T20:28,UT-BOILE-022,15,Open
WMS-00265-0,SH-00265,W-COV,ASN Received,2026-06-21T18:45,UT-BOILE-032,13,Open
WMS-00265-1,SH-00265,W-LON,Goods Received,2026-06-21T20:32,UT-BOILE-032,10,Exception
WMS-00265-2,SH-00265,W-COV,Putaway Completed,2026-06-21T22:53,UT-BOILE-032,14,Open
WMS-00265-3,SH-00265,W-MAN,Stock Adjustment,2026-06-22T00:17,UT-BOILE-032,9,Open
WMS-00265-4,SH-00265,W-GLA,Pick Started,2026-06-22T02:16,UT-BOILE-032,9,Open
WMS-00265-5,SH-00265,W-COV,Pick Completed,2026-06-22T04:52,UT-BOILE-032,18,Completed
WMS-00265-6,SH-00265,W-GLA,Pack Completed,2026-06-22T06:44,UT-BOILE-032,3,Open
WMS-00266-0,SH-00266,W-COV,ASN Received,2026-06-18T09:55,UT-SENSO-080,24,Exception
WMS-00266-1,SH-00266,W-LON,Goods Received,2026-06-18T11:45,UT-SENSO-080,9,Completed
WMS-00266-2,SH-00266,W-GLA,Putaway Completed,2026-06-18T13:08,UT-SENSO-080,7,Exception
WMS-00267-0,SH-00267,W-LON,ASN Received,2026-06-06T16:45,UT-PUMP-029,13,Completed
WMS-00267-1,SH-00267,W-COV,Goods Received,2026-06-06T18:35,UT-PUMP-029,3,Open
WMS-00267-2,SH-00267,W-MAN,Putaway Completed,2026-06-06T20:23,UT-PUMP-029,13,Completed
WMS-00267-3,SH-00267,W-GLA,Stock Adjustment,2026-06-06T22:03,UT-PUMP-029,24,Completed
WMS-00267-4,SH-00267,W-GLA,Pick Started,2026-06-07T00:59,UT-PUMP-029,11,Exception
WMS-00267-5,SH-00267,W-MAN,Pick Completed,2026-06-07T02:41,UT-PUMP-029,3,Exception
WMS-00267-6,SH-00267,W-COV,Pack Completed,2026-06-07T04:50,UT-PUMP-029,16,Open
WMS-00268-0,SH-00268,W-COV,ASN Received,2026-06-07T13:45,UT-PUMP-071,8,Open
WMS-00268-1,SH-00268,W-COV,Goods Received,2026-06-07T15:51,UT-PUMP-071,15,Exception
WMS-00268-2,SH-00268,W-GLA,Putaway Completed,2026-06-07T17:06,UT-PUMP-071,13,Exception
WMS-00269-0,SH-00269,W-COV,ASN Received,2026-06-02T16:36,UT-EV-035,15,Open
WMS-00269-1,SH-00269,W-COV,Goods Received,2026-06-02T18:44,UT-EV-035,20,Completed
WMS-00269-2,SH-00269,W-MAN,Putaway Completed,2026-06-02T20:01,UT-EV-035,3,Completed
WMS-00269-3,SH-00269,W-LON,Stock Adjustment,2026-06-02T22:56,UT-EV-035,23,Open
WMS-00269-4,SH-00269,W-LON,Pick Started,2026-06-03T00:54,UT-EV-035,21,Exception
WMS-00269-5,SH-00269,W-MAN,Pick Completed,2026-06-03T02:24,UT-EV-035,1,Open
WMS-00270-0,SH-00270,W-GLA,ASN Received,2026-06-05T09:46,UT-PUMP-071,24,Open
WMS-00270-1,SH-00270,W-GLA,Goods Received,2026-06-05T11:58,UT-PUMP-071,5,Completed
WMS-00270-2,SH-00270,W-GLA,Putaway Completed,2026-06-05T13:43,UT-PUMP-071,10,Open
WMS-00270-3,SH-00270,W-LON,Stock Adjustment,2026-06-05T15:53,UT-PUMP-071,2,Open
WMS-00270-4,SH-00270,W-LON,Pick Started,2026-06-05T17:49,UT-PUMP-071,17,Completed
WMS-00270-5,SH-00270,W-COV,Pick Completed,2026-06-05T19:54,UT-PUMP-071,19,Completed
WMS-00270-6,SH-00270,W-MAN,Pack Completed,2026-06-05T21:54,UT-PUMP-071,12,Open
WMS-00270-7,SH-00270,W-COV,Shipment Created,2026-06-05T23:45,UT-PUMP-071,19,Completed
WMS-00271-0,SH-00271,W-GLA,ASN Received,2026-06-08T13:35,UT-PIPEW-007,21,Exception
WMS-00271-1,SH-00271,W-COV,Goods Received,2026-06-08T15:05,UT-PIPEW-007,4,Exception
WMS-00271-2,SH-00271,W-GLA,Putaway Completed,2026-06-08T17:00,UT-PIPEW-007,20,Completed
WMS-00272-0,SH-00272,W-GLA,ASN Received,2026-06-11T10:17,UT-PIPEW-014,16,Completed
WMS-00272-1,SH-00272,W-LON,Goods Received,2026-06-11T12:53,UT-PIPEW-014,24,Completed
WMS-00272-2,SH-00272,W-MAN,Putaway Completed,2026-06-11T14:30,UT-PIPEW-014,7,Open
WMS-00272-3,SH-00272,W-COV,Stock Adjustment,2026-06-11T16:13,UT-PIPEW-014,24,Completed
WMS-00273-0,SH-00273,W-LON,ASN Received,2026-06-05T13:58,UT-BOILE-034,21,Open
WMS-00273-1,SH-00273,W-LON,Goods Received,2026-06-05T15:58,UT-BOILE-034,5,Exception
WMS-00273-2,SH-00273,W-COV,Putaway Completed,2026-06-05T17:21,UT-BOILE-034,11,Completed
WMS-00273-3,SH-00273,W-LON,Stock Adjustment,2026-06-05T19:52,UT-BOILE-034,15,Open
WMS-00274-0,SH-00274,W-MAN,ASN Received,2026-06-15T17:10,UT-PIPEW-007,21,Completed
WMS-00274-1,SH-00274,W-LON,Goods Received,2026-06-15T19:45,UT-PIPEW-007,20,Open
WMS-00274-2,SH-00274,W-MAN,Putaway Completed,2026-06-15T21:20,UT-PIPEW-007,9,Exception
WMS-00275-0,SH-00275,W-GLA,ASN Received,2026-06-03T18:41,UT-PUMP-088,1,Completed
WMS-00275-1,SH-00275,W-COV,Goods Received,2026-06-03T20:03,UT-PUMP-088,1,Open
WMS-00275-2,SH-00275,W-GLA,Putaway Completed,2026-06-03T22:43,UT-PUMP-088,20,Completed
WMS-00275-3,SH-00275,W-GLA,Stock Adjustment,2026-06-04T00:49,UT-PUMP-088,24,Completed
WMS-00275-4,SH-00275,W-MAN,Pick Started,2026-06-04T02:44,UT-PUMP-088,19,Completed
WMS-00276-0,SH-00276,W-COV,ASN Received,2026-06-02T11:04,UT-BOILE-036,18,Open
WMS-00276-1,SH-00276,W-LON,Goods Received,2026-06-02T13:30,UT-BOILE-036,9,Completed
WMS-00276-2,SH-00276,W-MAN,Putaway Completed,2026-06-02T15:30,UT-BOILE-036,17,Open
WMS-00276-3,SH-00276,W-MAN,Stock Adjustment,2026-06-02T17:45,UT-BOILE-036,7,Exception
WMS-00276-4,SH-00276,W-MAN,Pick Started,2026-06-02T19:36,UT-BOILE-036,10,Open
WMS-00276-5,SH-00276,W-GLA,Pick Completed,2026-06-02T21:55,UT-BOILE-036,8,Completed
WMS-00276-6,SH-00276,W-COV,Pack Completed,2026-06-02T23:25,UT-BOILE-036,16,Open
WMS-00277-0,SH-00277,W-LON,ASN Received,2026-06-01T11:32,UT-BOILE-021,9,Completed
WMS-00277-1,SH-00277,W-COV,Goods Received,2026-06-01T13:09,UT-BOILE-021,4,Completed
WMS-00277-2,SH-00277,W-LON,Putaway Completed,2026-06-01T15:25,UT-BOILE-021,15,Completed
WMS-00277-3,SH-00277,W-MAN,Stock Adjustment,2026-06-01T17:39,UT-BOILE-021,1,Open
WMS-00277-4,SH-00277,W-GLA,Pick Started,2026-06-01T19:59,UT-BOILE-021,15,Open
WMS-00277-5,SH-00277,W-LON,Pick Completed,2026-06-01T21:20,UT-BOILE-021,19,Completed
WMS-00277-6,SH-00277,W-COV,Pack Completed,2026-06-01T23:10,UT-BOILE-021,19,Exception
WMS-00277-7,SH-00277,W-LON,Shipment Created,2026-06-02T01:19,UT-BOILE-021,6,Open
WMS-00278-0,SH-00278,W-GLA,ASN Received,2026-06-06T08:36,UT-METER-030,4,Open
WMS-00278-1,SH-00278,W-COV,Goods Received,2026-06-06T10:49,UT-METER-030,4,Exception
WMS-00278-2,SH-00278,W-LON,Putaway Completed,2026-06-06T12:13,UT-METER-030,18,Open
WMS-00278-3,SH-00278,W-GLA,Stock Adjustment,2026-06-06T14:35,UT-METER-030,18,Completed
WMS-00278-4,SH-00278,W-GLA,Pick Started,2026-06-06T16:36,UT-METER-030,24,Open
WMS-00278-5,SH-00278,W-LON,Pick Completed,2026-06-06T18:10,UT-METER-030,23,Exception
WMS-00278-6,SH-00278,W-COV,Pack Completed,2026-06-06T20:24,UT-METER-030,18,Exception
WMS-00278-7,SH-00278,W-COV,Shipment Created,2026-06-06T22:45,UT-METER-030,2,Open
WMS-00279-0,SH-00279,W-LON,ASN Received,2026-06-03T16:23,UT-VALVE-062,19,Exception
WMS-00279-1,SH-00279,W-MAN,Goods Received,2026-06-03T18:44,UT-VALVE-062,1,Exception
WMS-00279-2,SH-00279,W-MAN,Putaway Completed,2026-06-03T20:47,UT-VALVE-062,21,Exception
WMS-00280-0,SH-00280,W-GLA,ASN Received,2026-06-02T12:25,UT-METER-017,19,Completed
WMS-00280-1,SH-00280,W-MAN,Goods Received,2026-06-02T14:08,UT-METER-017,3,Exception
WMS-00280-2,SH-00280,W-COV,Putaway Completed,2026-06-02T16:41,UT-METER-017,6,Exception
WMS-00280-3,SH-00280,W-COV,Stock Adjustment,2026-06-02T18:26,UT-METER-017,22,Exception
WMS-00280-4,SH-00280,W-COV,Pick Started,2026-06-02T20:30,UT-METER-017,10,Open
WMS-00280-5,SH-00280,W-COV,Pick Completed,2026-06-02T22:55,UT-METER-017,6,Exception
WMS-00281-0,SH-00281,W-GLA,ASN Received,2026-06-01T12:41,UT-SENSO-068,2,Open
WMS-00281-1,SH-00281,W-LON,Goods Received,2026-06-01T14:25,UT-SENSO-068,7,Exception
WMS-00281-2,SH-00281,W-GLA,Putaway Completed,2026-06-01T16:38,UT-SENSO-068,7,Exception
WMS-00281-3,SH-00281,W-MAN,Stock Adjustment,2026-06-01T18:36,UT-SENSO-068,14,Open
WMS-00281-4,SH-00281,W-COV,Pick Started,2026-06-01T20:19,UT-SENSO-068,21,Exception
WMS-00282-0,SH-00282,W-GLA,ASN Received,2026-06-05T10:51,UT-BOILE-022,8,Completed
WMS-00282-1,SH-00282,W-GLA,Goods Received,2026-06-05T12:29,UT-BOILE-022,6,Open
WMS-00282-2,SH-00282,W-COV,Putaway Completed,2026-06-05T14:23,UT-BOILE-022,18,Completed
WMS-00282-3,SH-00282,W-MAN,Stock Adjustment,2026-06-05T16:15,UT-BOILE-022,9,Completed
WMS-00283-0,SH-00283,W-COV,ASN Received,2026-06-03T13:11,UT-EV-089,11,Open
WMS-00283-1,SH-00283,W-GLA,Goods Received,2026-06-03T15:01,UT-EV-089,18,Exception
WMS-00283-2,SH-00283,W-COV,Putaway Completed,2026-06-03T17:36,UT-EV-089,11,Exception
WMS-00283-3,SH-00283,W-GLA,Stock Adjustment,2026-06-03T19:32,UT-EV-089,3,Open
WMS-00284-0,SH-00284,W-LON,ASN Received,2026-06-11T13:14,UT-SENSO-052,4,Exception
WMS-00284-1,SH-00284,W-COV,Goods Received,2026-06-11T15:01,UT-SENSO-052,18,Exception
WMS-00284-2,SH-00284,W-COV,Putaway Completed,2026-06-11T17:31,UT-SENSO-052,17,Open
WMS-00284-3,SH-00284,W-MAN,Stock Adjustment,2026-06-11T19:09,UT-SENSO-052,4,Completed
WMS-00285-0,SH-00285,W-COV,ASN Received,2026-06-18T12:07,UT-PUMP-071,9,Completed
WMS-00285-1,SH-00285,W-COV,Goods Received,2026-06-18T14:59,UT-PUMP-071,21,Exception
WMS-00285-2,SH-00285,W-GLA,Putaway Completed,2026-06-18T16:52,UT-PUMP-071,5,Open
WMS-00285-3,SH-00285,W-COV,Stock Adjustment,2026-06-18T18:01,UT-PUMP-071,12,Open
WMS-00285-4,SH-00285,W-COV,Pick Started,2026-06-18T20:02,UT-PUMP-071,1,Completed
WMS-00285-5,SH-00285,W-LON,Pick Completed,2026-06-18T22:54,UT-PUMP-071,22,Completed
WMS-00286-0,SH-00286,W-GLA,ASN Received,2026-06-06T13:08,UT-METER-017,24,Open
WMS-00286-1,SH-00286,W-GLA,Goods Received,2026-06-06T15:52,UT-METER-017,22,Exception
WMS-00286-2,SH-00286,W-MAN,Putaway Completed,2026-06-06T17:58,UT-METER-017,8,Completed
WMS-00286-3,SH-00286,W-MAN,Stock Adjustment,2026-06-06T19:09,UT-METER-017,21,Exception
WMS-00287-0,SH-00287,W-MAN,ASN Received,2026-06-17T17:57,UT-METER-030,18,Exception
WMS-00287-1,SH-00287,W-MAN,Goods Received,2026-06-17T19:45,UT-METER-030,3,Open
WMS-00287-2,SH-00287,W-LON,Putaway Completed,2026-06-17T21:59,UT-METER-030,23,Open
WMS-00287-3,SH-00287,W-GLA,Stock Adjustment,2026-06-17T23:49,UT-METER-030,13,Open
WMS-00287-4,SH-00287,W-MAN,Pick Started,2026-06-18T01:20,UT-METER-030,15,Open
WMS-00288-0,SH-00288,W-LON,ASN Received,2026-06-05T10:17,UT-SENSO-019,4,Completed
WMS-00288-1,SH-00288,W-COV,Goods Received,2026-06-05T12:31,UT-SENSO-019,22,Open
WMS-00288-2,SH-00288,W-MAN,Putaway Completed,2026-06-05T14:54,UT-SENSO-019,18,Open
WMS-00288-3,SH-00288,W-COV,Stock Adjustment,2026-06-05T16:41,UT-SENSO-019,18,Open
WMS-00288-4,SH-00288,W-MAN,Pick Started,2026-06-05T18:00,UT-SENSO-019,22,Completed
WMS-00288-5,SH-00288,W-MAN,Pick Completed,2026-06-05T20:49,UT-SENSO-019,13,Completed
WMS-00288-6,SH-00288,W-LON,Pack Completed,2026-06-05T22:42,UT-SENSO-019,2,Exception
WMS-00288-7,SH-00288,W-GLA,Shipment Created,2026-06-06T00:42,UT-SENSO-019,13,Completed
WMS-00289-0,SH-00289,W-COV,ASN Received,2026-06-13T09:16,UT-SENSO-061,6,Open
WMS-00289-1,SH-00289,W-MAN,Goods Received,2026-06-13T11:42,UT-SENSO-061,1,Completed
WMS-00289-2,SH-00289,W-LON,Putaway Completed,2026-06-13T13:06,UT-SENSO-061,5,Exception
WMS-00289-3,SH-00289,W-COV,Stock Adjustment,2026-06-13T15:09,UT-SENSO-061,10,Completed
WMS-00290-0,SH-00290,W-COV,ASN Received,2026-06-20T14:40,UT-PUMP-074,13,Open
WMS-00290-1,SH-00290,W-GLA,Goods Received,2026-06-20T16:12,UT-PUMP-074,1,Exception
WMS-00290-2,SH-00290,W-GLA,Putaway Completed,2026-06-20T18:11,UT-PUMP-074,8,Completed
WMS-00290-3,SH-00290,W-MAN,Stock Adjustment,2026-06-20T20:02,UT-PUMP-074,6,Completed
WMS-00290-4,SH-00290,W-COV,Pick Started,2026-06-20T22:22,UT-PUMP-074,1,Open
WMS-00290-5,SH-00290,W-LON,Pick Completed,2026-06-21T00:51,UT-PUMP-074,13,Open
WMS-00290-6,SH-00290,W-GLA,Pack Completed,2026-06-21T02:36,UT-PUMP-074,21,Open
WMS-00291-0,SH-00291,W-MAN,ASN Received,2026-06-01T10:29,UT-VALVE-062,15,Completed
WMS-00291-1,SH-00291,W-COV,Goods Received,2026-06-01T12:56,UT-VALVE-062,21,Exception
WMS-00291-2,SH-00291,W-GLA,Putaway Completed,2026-06-01T14:08,UT-VALVE-062,19,Exception
WMS-00291-3,SH-00291,W-LON,Stock Adjustment,2026-06-01T16:14,UT-VALVE-062,11,Completed
WMS-00291-4,SH-00291,W-COV,Pick Started,2026-06-01T18:44,UT-VALVE-062,12,Exception
WMS-00291-5,SH-00291,W-LON,Pick Completed,2026-06-01T20:46,UT-VALVE-062,1,Completed
WMS-00291-6,SH-00291,W-GLA,Pack Completed,2026-06-01T22:22,UT-VALVE-062,4,Completed
WMS-00292-0,SH-00292,W-MAN,ASN Received,2026-06-07T14:09,UT-BOILE-021,8,Completed
WMS-00292-1,SH-00292,W-GLA,Goods Received,2026-06-07T16:32,UT-BOILE-021,14,Completed
WMS-00292-2,SH-00292,W-LON,Putaway Completed,2026-06-07T18:46,UT-BOILE-021,7,Exception
WMS-00293-0,SH-00293,W-MAN,ASN Received,2026-06-19T12:36,UT-PUMP-069,2,Completed
WMS-00293-1,SH-00293,W-MAN,Goods Received,2026-06-19T14:57,UT-PUMP-069,24,Open
WMS-00293-2,SH-00293,W-COV,Putaway Completed,2026-06-19T16:08,UT-PUMP-069,4,Completed
WMS-00293-3,SH-00293,W-LON,Stock Adjustment,2026-06-19T18:21,UT-PUMP-069,13,Open
WMS-00293-4,SH-00293,W-LON,Pick Started,2026-06-19T20:12,UT-PUMP-069,11,Exception
WMS-00293-5,SH-00293,W-GLA,Pick Completed,2026-06-19T22:40,UT-PUMP-069,22,Open
WMS-00293-6,SH-00293,W-COV,Pack Completed,2026-06-20T00:35,UT-PUMP-069,14,Completed
WMS-00293-7,SH-00293,W-MAN,Shipment Created,2026-06-20T02:04,UT-PUMP-069,9,Exception
WMS-00294-0,SH-00294,W-MAN,ASN Received,2026-06-09T13:36,UT-PUMP-071,9,Open
WMS-00294-1,SH-00294,W-COV,Goods Received,2026-06-09T15:09,UT-PUMP-071,21,Completed
WMS-00294-2,SH-00294,W-LON,Putaway Completed,2026-06-09T17:28,UT-PUMP-071,10,Completed
WMS-00294-3,SH-00294,W-LON,Stock Adjustment,2026-06-09T19:16,UT-PUMP-071,7,Completed
WMS-00294-4,SH-00294,W-GLA,Pick Started,2026-06-09T21:13,UT-PUMP-071,11,Completed
WMS-00294-5,SH-00294,W-MAN,Pick Completed,2026-06-09T23:14,UT-PUMP-071,18,Open
WMS-00294-6,SH-00294,W-COV,Pack Completed,2026-06-10T01:10,UT-PUMP-071,6,Exception
WMS-00294-7,SH-00294,W-GLA,Shipment Created,2026-06-10T03:27,UT-PUMP-071,13,Open
WMS-00295-0,SH-00295,W-COV,ASN Received,2026-06-07T11:05,UT-PIPEW-058,6,Completed
WMS-00295-1,SH-00295,W-GLA,Goods Received,2026-06-07T13:52,UT-PIPEW-058,16,Completed
WMS-00295-2,SH-00295,W-MAN,Putaway Completed,2026-06-07T15:01,UT-PIPEW-058,7,Open
WMS-00295-3,SH-00295,W-MAN,Stock Adjustment,2026-06-07T17:02,UT-PIPEW-058,5,Exception
WMS-00296-0,SH-00296,W-MAN,ASN Received,2026-06-03T15:20,UT-BOILE-059,20,Completed
WMS-00296-1,SH-00296,W-GLA,Goods Received,2026-06-03T17:24,UT-BOILE-059,13,Exception
WMS-00296-2,SH-00296,W-GLA,Putaway Completed,2026-06-03T19:45,UT-BOILE-059,9,Exception
WMS-00296-3,SH-00296,W-MAN,Stock Adjustment,2026-06-03T21:15,UT-BOILE-059,16,Completed
WMS-00297-0,SH-00297,W-COV,ASN Received,2026-06-06T09:31,UT-BOILE-025,4,Completed
WMS-00297-1,SH-00297,W-MAN,Goods Received,2026-06-06T11:09,UT-BOILE-025,16,Open
WMS-00297-2,SH-00297,W-GLA,Putaway Completed,2026-06-06T13:15,UT-BOILE-025,8,Exception
WMS-00297-3,SH-00297,W-LON,Stock Adjustment,2026-06-06T15:11,UT-BOILE-025,6,Completed
WMS-00297-4,SH-00297,W-GLA,Pick Started,2026-06-06T17:54,UT-BOILE-025,10,Completed
WMS-00297-5,SH-00297,W-MAN,Pick Completed,2026-06-06T19:07,UT-BOILE-025,13,Completed
WMS-00297-6,SH-00297,W-LON,Pack Completed,2026-06-06T21:43,UT-BOILE-025,11,Exception
WMS-00297-7,SH-00297,W-GLA,Shipment Created,2026-06-06T23:37,UT-BOILE-025,21,Open
WMS-00298-0,SH-00298,W-GLA,ASN Received,2026-06-18T11:26,UT-BOILE-025,8,Open
WMS-00298-1,SH-00298,W-MAN,Goods Received,2026-06-18T13:28,UT-BOILE-025,16,Open
WMS-00298-2,SH-00298,W-GLA,Putaway Completed,2026-06-18T15:50,UT-BOILE-025,6,Completed
WMS-00298-3,SH-00298,W-GLA,Stock Adjustment,2026-06-18T17:36,UT-BOILE-025,5,Completed
WMS-00299-0,SH-00299,W-COV,ASN Received,2026-06-18T09:41,UT-BOILE-011,22,Exception
WMS-00299-1,SH-00299,W-GLA,Goods Received,2026-06-18T11:06,UT-BOILE-011,7,Completed
WMS-00299-2,SH-00299,W-COV,Putaway Completed,2026-06-18T13:14,UT-BOILE-011,21,Exception
WMS-00299-3,SH-00299,W-COV,Stock Adjustment,2026-06-18T15:02,UT-BOILE-011,9,Exception
WMS-00299-4,SH-00299,W-MAN,Pick Started,2026-06-18T17:45,UT-BOILE-011,6,Completed
WMS-00299-5,SH-00299,W-COV,Pick Completed,2026-06-18T19:11,UT-BOILE-011,5,Completed
WMS-00299-6,SH-00299,W-MAN,Pack Completed,2026-06-18T21:50,UT-BOILE-011,3,Open
WMS-00300-0,SH-00300,W-GLA,ASN Received,2026-06-12T16:49,UT-SENSO-038,24,Completed
WMS-00300-1,SH-00300,W-LON,Goods Received,2026-06-12T18:46,UT-SENSO-038,5,Completed
WMS-00300-2,SH-00300,W-GLA,Putaway Completed,2026-06-12T20:42,UT-SENSO-038,6,Completed
WMS-00300-3,SH-00300,W-MAN,Stock Adjustment,2026-06-12T22:45,UT-SENSO-038,14,Completed
WMS-00300-4,SH-00300,W-MAN,Pick Started,2026-06-13T00:04,UT-SENSO-038,7,Completed
WMS-00300-5,SH-00300,W-COV,Pick Completed,2026-06-13T02:19,UT-SENSO-038,23,Completed
WMS-00300-6,SH-00300,W-COV,Pack Completed,2026-06-13T04:18,UT-SENSO-038,6,Exception
WMS-00300-7,SH-00300,W-GLA,Shipment Created,2026-06-13T06:34,UT-SENSO-038,7,Completed
WMS-00301-0,SH-00301,W-COV,ASN Received,2026-06-03T15:20,UT-EV-063,6,Open
WMS-00301-1,SH-00301,W-MAN,Goods Received,2026-06-03T17:56,UT-EV-063,17,Completed
WMS-00301-2,SH-00301,W-COV,Putaway Completed,2026-06-03T19:59,UT-EV-063,12,Exception
WMS-00301-3,SH-00301,W-MAN,Stock Adjustment,2026-06-03T21:59,UT-EV-063,14,Exception
WMS-00301-4,SH-00301,W-MAN,Pick Started,2026-06-03T23:42,UT-EV-063,19,Exception
WMS-00302-0,SH-00302,W-MAN,ASN Received,2026-06-18T14:12,UT-EV-008,8,Exception
WMS-00302-1,SH-00302,W-MAN,Goods Received,2026-06-18T16:06,UT-EV-008,22,Exception
WMS-00302-2,SH-00302,W-MAN,Putaway Completed,2026-06-18T18:22,UT-EV-008,6,Open
WMS-00302-3,SH-00302,W-COV,Stock Adjustment,2026-06-18T20:33,UT-EV-008,16,Open
WMS-00303-0,SH-00303,W-MAN,ASN Received,2026-06-16T15:44,UT-PUMP-090,13,Open
WMS-00303-1,SH-00303,W-GLA,Goods Received,2026-06-16T17:44,UT-PUMP-090,13,Exception
WMS-00303-2,SH-00303,W-LON,Putaway Completed,2026-06-16T19:48,UT-PUMP-090,6,Exception
WMS-00303-3,SH-00303,W-GLA,Stock Adjustment,2026-06-16T21:36,UT-PUMP-090,4,Completed
WMS-00303-4,SH-00303,W-GLA,Pick Started,2026-06-16T23:28,UT-PUMP-090,7,Open
